STARTDATE,RegionCliente,Pais,Estado,Fruta,Presentacion,Tamaño,Sum(QTY)
1/3/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,11
1/3/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,8
1/3/2020,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
1/3/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,23
1/3/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,7
1/3/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,81
1/3/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,51.17
1/3/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,13
1/3/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,18.5
1/3/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,36
1/3/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,1
1/3/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,4
1/3/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,4
1/3/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,0.5
1/3/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,45.5
1/3/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,17
1/3/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,98
1/3/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,107
1/3/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,23.5
1/3/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,68
1/3/2020,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
1/3/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,59
1/3/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,50
1/3/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,9
1/3/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,57.5
1/3/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,46.33
1/3/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,12
1/3/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,60
1/3/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/3/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,48.5
1/3/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,46
1/3/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,1
1/3/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,14
1/3/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,36
1/3/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,2
1/3/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,39.5
1/3/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3.5
1/3/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,2.5
1/3/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,1
1/3/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,18
1/3/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,3
1/3/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,5
1/3/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,11
1/3/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,54
1/3/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
1/3/2022,Norte,México,NUEVO LEON,Agua Natural,PET,On the go,1
1/3/2022,Norte,México,NUEVO LEON,Arándano,LB,On the go,1
1/3/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
1/3/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,3
1/3/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,9
1/3/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,1
1/3/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,1
1/3/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,22.5
1/3/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,27.5
1/3/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,1
1/3/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,15
1/3/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,2
1/3/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,2
1/3/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,2
1/3/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,31.75
1/3/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,10
1/3/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,26
1/3/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,5
1/3/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,3
1/3/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,15
1/3/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/3/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,30.5
1/3/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,28
1/3/2022,Norte,México,NUEVO LEON,Naranja,LB,On the go,6
1/3/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,5
1/3/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,8
1/3/2022,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,2
1/3/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,3.5
1/3/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,1
1/3/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,4
1/3/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,9
1/3/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,7
1/3/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,36
1/4/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.75
1/4/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,17
1/4/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,5
1/4/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,15.17
1/4/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,8.33
1/4/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,33
1/4/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,46.33
1/4/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,4
1/4/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,21.5
1/4/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,40
1/4/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,7
1/4/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
1/4/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1
1/4/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,28.54
1/4/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,15.5
1/4/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,52.5
1/4/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,28
1/4/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,12.5
1/4/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,21
1/4/2020,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
1/4/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,41
1/4/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,54
1/4/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,8.5
1/4/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,37
1/4/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,46.17
1/4/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,6
1/4/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,22
1/4/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
1/4/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,39.5
1/4/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,31
1/4/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,21
1/4/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,26
1/4/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,4
1/4/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,30.5
1/4/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3
1/4/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1
1/4/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,5
1/4/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,4
1/4/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,10
1/4/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,7
1/4/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,52
1/4/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,1
1/4/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,10
1/4/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,16
1/4/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,36
1/4/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,28
1/4/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,137.33
1/4/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,23
1/4/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,3
1/4/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,31.75
1/4/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,65.83
1/4/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,4
1/4/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,4.5
1/4/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1
1/4/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,80
1/4/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,6
1/4/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,11.33
1/4/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,40
1/4/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,11
1/4/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,57.5
1/4/2021,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
1/4/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,80.83
1/4/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,36.5
1/4/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,27
1/4/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,88.33
1/4/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,15
1/4/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,6
1/4/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,48
1/4/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,4
1/4/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,73.33
1/4/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,48
1/4/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,25
1/4/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,10
1/4/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6
1/4/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,15
1/4/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,5.5
1/4/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1
1/4/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,10
1/4/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,30
1/4/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,9
1/4/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,12
1/4/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,5
1/4/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,27
1/4/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
1/4/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,34
1/4/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,7
1/4/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,113
1/4/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,6
1/4/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,5
1/4/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,28
1/4/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
1/4/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,66
1/4/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,9
1/4/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,28
1/4/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,46
1/4/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,1
1/4/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,3.5
1/4/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,10
1/4/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,32
1/4/2022,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1
1/4/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,87
1/4/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,46
1/4/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
1/4/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,7
1/4/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/4/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,42
1/4/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,26
1/4/2022,Norte,México,NUEVO LEON,Naranja,LB,On the go,2
1/4/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,7
1/4/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6
1/4/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,2
1/4/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,1
1/4/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,2
1/4/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,2
1/4/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,4
1/4/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,37
1/5/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,3
1/5/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,6
1/5/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,12
1/5/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,19.5
1/5/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,50.5
1/5/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,13
1/5/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,1
1/5/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,10
1/5/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,34.33
1/5/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
1/5/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1
1/5/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,10
1/5/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,6
1/5/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,2
1/5/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,20
1/5/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,1.58
1/5/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,18.25
1/5/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,39.33
1/5/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,22
1/5/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,12
1/5/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,50.5
1/5/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,5
1/5/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
1/5/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,18.75
1/5/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/5/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,31.33
1/5/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,20
1/5/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,8
1/5/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,7
1/5/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,11
1/5/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,38
1/5/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1.83
1/5/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.58
1/5/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,6
1/5/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,4
1/5/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,9
1/5/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,8
1/5/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,5
1/5/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,21
1/5/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
1/5/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,1
1/5/2022,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,1
1/5/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,4
1/5/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
1/5/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,93
1/5/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,8
1/5/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,2
1/5/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,8
1/5/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,44.5
1/5/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,3
1/5/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,5
1/5/2022,Norte,México,NUEVO LEON,Fresa Platano,Lata,On the go,1
1/5/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,17.5
1/5/2022,Norte,México,NUEVO LEON,Half & Half Fresa,Lata,On the go,1
1/5/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,9.5
1/5/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,23
1/5/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,10
1/5/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,4
1/5/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,19.5
1/5/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,14.5
1/5/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,43
1/5/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,45.5
1/5/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,20
1/5/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,7.5
1/5/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,9
1/5/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/5/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,42
1/5/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,29
1/5/2022,Norte,México,NUEVO LEON,Manzana Verde,MiniBrik,Lonchera,3
1/5/2022,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,1
1/5/2022,Norte,México,NUEVO LEON,Naranja,LB,On the go,1
1/5/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,7
1/5/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,12.5
1/5/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1
1/5/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,9.5
1/5/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,6
1/5/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,10
1/5/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,4
1/5/2022,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,0.5
1/5/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,43
1/6/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,2.25
1/6/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,16
1/6/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,8
1/6/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,21
1/6/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,14.5
1/6/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,40
1/6/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,44.5
1/6/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,15
1/6/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,50
1/6/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,30
1/6/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
1/6/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,4
1/6/2020,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1.5
1/6/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,30.5
1/6/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,9
1/6/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,53
1/6/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,37.92
1/6/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,23
1/6/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,21.5
1/6/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,52
1/6/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,35
1/6/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,6
1/6/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,37
1/6/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,44.83
1/6/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,16
1/6/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,62
1/6/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
1/6/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,42.5
1/6/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,33
1/6/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,2
1/6/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,18
1/6/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,34
1/6/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,3
1/6/2020,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,3
1/6/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,37
1/6/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,5
1/6/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
1/6/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,3
1/6/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,13
1/6/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,9
1/6/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,9
1/6/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,40
1/6/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,7
1/6/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,6
1/6/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,12
1/6/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,15.5
1/6/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,93.5
1/6/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,25.33
1/6/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,1
1/6/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,8.75
1/6/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,43
1/6/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,3
1/6/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3.5
1/6/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,0.25
1/6/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,20
1/6/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,6.75
1/6/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,34
1/6/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,41.33
1/6/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,4.75
1/6/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,20.25
1/6/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,32.75
1/6/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,32.5
1/6/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,12
1/6/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,56.5
1/6/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,20.33
1/6/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,2
1/6/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,11.5
1/6/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,3
1/6/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,34
1/6/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,20
1/6/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,10
1/6/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,12
1/6/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,8
1/6/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,25.75
1/6/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,4.5
1/6/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.25
1/6/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,8
1/6/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,9
1/6/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,1
1/6/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,3
1/6/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,7
1/6/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,28
1/6/2022,Norte,México,NUEVO LEON,Agua Natural,PET,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
1/6/2022,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
