STARTDATE,RegionCliente,Pais,Estado,Fruta,Presentacion,Tamaño,Sum(QTY)
11/8/2019,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,19
11/8/2019,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,5
11/8/2019,Norte,México,NUEVO LEON,Manzana,Bot,On the go,29
11/8/2019,Norte,México,NUEVO LEON,Manzana,LB,On the go,23.33
11/8/2019,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
11/8/2019,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,10
11/8/2019,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
11/8/2019,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,16
11/8/2019,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,20
11/8/2019,Norte,México,NUEVO LEON,Naranja,LB,On the go,4
11/8/2019,Norte,México,NUEVO LEON,Naranja,PET,On the go,19
11/8/2019,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,3
11/8/2019,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,11
11/8/2019,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1
11/8/2019,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1
11/8/2019,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,2
11/8/2019,Norte,México,NUEVO LEON,Uva,Bot,On the go,14
11/8/2019,Norte,México,NUEVO LEON,Uva,PE,Lonchera,9
11/8/2019,Norte,México,NUEVO LEON,Uva,PET,On the go,3
11/8/2019,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,30
11/8/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
11/8/2021,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,1
11/8/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,4
11/8/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
11/8/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
11/8/2021,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,0.333
11/8/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,17
11/8/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,44
11/8/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,2
11/8/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,20.25
11/8/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,16.5
11/8/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,125
11/8/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
11/8/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
11/8/2021,Norte,México,NUEVO LEON,Frutas Tropicales,PET,On the go,1
11/8/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1.5
11/8/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,21
11/8/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,15
11/8/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,4.25
11/8/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,109.25
11/8/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,17
11/8/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,35
11/8/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,5
11/8/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,100.25
11/8/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
11/8/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,21
11/8/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,28
11/8/2021,Norte,México,NUEVO LEON,Manzana Verde,MiniBrik,Lonchera,10
11/8/2021,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1
11/8/2021,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,2
11/8/2021,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,1
11/8/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,8
11/8/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,5
11/8/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,4
11/8/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,5.75
11/8/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,4
11/8/2021,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,0.166
11/8/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,149
11/8/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
11/8/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,6
11/8/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,24
11/9/2019,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
11/9/2019,Norte,México,NUEVO LEON,Arándano,LB,On the go,8.17
11/9/2019,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
11/9/2019,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
11/9/2019,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,11
11/9/2019,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,9.5
11/9/2019,Norte,México,NUEVO LEON,Durazno,Bot,On the go,29.54
11/9/2019,Norte,México,NUEVO LEON,Durazno,LB,On the go,17.33
11/9/2019,Norte,México,NUEVO LEON,Durazno,Lata,On the go,6
11/9/2019,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,22
11/9/2019,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,20
11/9/2019,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,4
11/9/2019,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,2
11/9/2019,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,4
11/9/2019,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,0.5
11/9/2019,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,15
11/9/2019,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,5
11/9/2019,Norte,México,NUEVO LEON,Mango,Bot,On the go,38.5
11/9/2019,Norte,México,NUEVO LEON,Mango,LB,On the go,29.83
11/9/2019,Norte,México,NUEVO LEON,Mango,Lata,On the go,8
11/9/2019,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,6
11/9/2019,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,24
11/9/2019,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,15
11/9/2019,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,9.17
11/9/2019,Norte,México,NUEVO LEON,Manzana,Bot,On the go,23.5
11/9/2019,Norte,México,NUEVO LEON,Manzana,LB,On the go,31.5
11/9/2019,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
11/9/2019,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,16.5
11/9/2019,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
11/9/2019,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,20
11/9/2019,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,22
11/9/2019,Norte,México,NUEVO LEON,Naranja,LB,On the go,5
11/9/2019,Norte,México,NUEVO LEON,Naranja,PET,On the go,15
11/9/2019,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,1
11/9/2019,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,18
11/9/2019,Norte,México,NUEVO LEON,Sandía,Lata,On the go,4
11/9/2019,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.5
11/9/2019,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,0.5
11/9/2019,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,3
11/9/2019,Norte,México,NUEVO LEON,Uva,Bot,On the go,16
11/9/2019,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,1
11/9/2019,Norte,México,NUEVO LEON,Uva,PE,Lonchera,10
11/9/2019,Norte,México,NUEVO LEON,Uva,PET,On the go,9
11/9/2019,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,24
11/9/2020,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,1
11/9/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,151
11/9/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,84
11/9/2020,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,504
11/9/2020,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,522
11/9/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,1084
11/9/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,10
11/9/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,20
11/9/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,17.75
11/9/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,194.5
11/9/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,2378
11/9/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,1
11/9/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
11/9/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1.5
11/9/2020,Norte,México,NUEVO LEON,Frutos Rojos,Prisma,Familiar,348
11/9/2020,Norte,México,NUEVO LEON,Granada,LB,On the go,588
11/9/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,1134
11/9/2020,Norte,México,NUEVO LEON,Jugo Verde,LB,On the go,147
11/9/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,3
11/9/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,323
11/9/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,157
11/9/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,3.5
11/9/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,23
11/9/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,114
11/9/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,34
11/9/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1.5
11/9/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,54
11/9/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,18
11/9/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,5
11/9/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,12.5
11/9/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,721
11/9/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,721.5
11/9/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,30
11/9/2020,Norte,México,NUEVO LEON,Naranja,Bot,On the go,504
11/9/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,149
11/9/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,484.5
11/9/2020,Norte,México,NUEVO LEON,Piña,LB,On the go,294
11/9/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,29.5
11/9/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3.5
11/9/2020,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1
11/9/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,6
11/9/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,126
11/9/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,86
11/9/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,361
11/9/2020,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,871
11/9/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,202
11/9/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
11/9/2021,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,2
11/9/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,3
11/9/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,162
11/9/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
11/9/2021,Norte,México,NUEVO LEON,Citrus Punch,PET,On the go,120
11/9/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,441
11/9/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,5.5
11/9/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,72
11/9/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,2
11/9/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,225
11/9/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,200
11/9/2021,Norte,México,NUEVO LEON,Energy,Lata,On the go,1524
11/9/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,55
11/9/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1
11/9/2021,Norte,México,NUEVO LEON,Frutos Rojos,Prisma,Familiar,174
11/9/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,14
11/9/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,141.5
11/9/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,294
11/9/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,1
11/9/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,1405.5
11/9/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,349
11/9/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,56
11/9/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,42.5
11/9/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,9
11/9/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,88.25
11/9/2021,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,1
11/9/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,3
11/9/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,364
11/9/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,16
11/9/2021,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1
11/9/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,735
11/9/2021,Norte,México,NUEVO LEON,Naranja,MiniBrik,Lonchera,21
11/9/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,6
11/9/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,176
11/9/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,528.5
11/9/2021,Norte,México,NUEVO LEON,Piña,TetraBrik,Familiar,660
11/9/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1
11/9/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1
11/9/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,147.5
11/9/2021,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,70.5
11/9/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,244
11/9/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,14
11/9/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,4
11/9/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,62
11/10/2019,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,168
11/10/2019,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,174
11/10/2019,Norte,México,NUEVO LEON,Durazno,Bot,On the go,630
11/10/2019,Norte,México,NUEVO LEON,Durazno,LB,On the go,147
11/10/2019,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,430
11/10/2019,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,696
11/10/2019,Norte,México,NUEVO LEON,Energy,Lata,On the go,5926
11/10/2019,Norte,México,NUEVO LEON,Granada,LB,On the go,147
11/10/2019,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,630
11/10/2019,Norte,México,NUEVO LEON,Mango,Bot,On the go,1008
11/10/2019,Norte,México,NUEVO LEON,Mango,Lata,On the go,540
11/10/2019,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,1290
11/10/2019,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,696
11/10/2019,Norte,México,NUEVO LEON,Manzana,Bot,On the go,630
11/10/2019,Norte,México,NUEVO LEON,Manzana,LB,On the go,147
11/10/2019,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,860
11/10/2019,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,696
11/10/2019,Norte,México,NUEVO LEON,Naranja,LB,On the go,147
11/10/2019,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,240
11/10/2019,Norte,México,NUEVO LEON,Sandía,Lata,On the go,540
11/10/2019,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,432
11/10/2019,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,174
11/10/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,58
11/10/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,477
11/10/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,7
11/10/2020,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,103
11/10/2020,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,395
11/10/2020,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,348
11/10/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,0.5
11/10/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,824.5
11/10/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,29
11/10/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,13
11/10/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,271
11/10/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,195
11/10/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,1920
11/10/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
11/10/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,2
11/10/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
11/10/2020,Norte,México,NUEVO LEON,Frutos Rojos,Prisma,Familiar,348
11/10/2020,Norte,México,NUEVO LEON,Granada,LB,On the go,294
11/10/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,504
11/10/2020,Norte,México,NUEVO LEON,Jugo Verde,LB,On the go,147
11/10/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,3
11/10/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,106
11/10/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,31
11/10/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,3.5
11/10/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,56.58
11/10/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,722.5
11/10/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,28.5
11/10/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1.5
11/10/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,85
11/10/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,55
11/10/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,74
11/10/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,120
11/10/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,370.5
11/10/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,22
11/10/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,99
11/10/2020,Norte,México,NUEVO LEON,Naranja,Bot,On the go,252
11/10/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,254
11/10/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,244
11/10/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,80
11/10/2020,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,25
11/10/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,543
11/10/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,9
11/10/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,63
11/10/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,44
11/10/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,5
11/10/2020,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,870
11/10/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,36
11/10/2021,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,2
11/10/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,3
11/10/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,1
11/10/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
11/10/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,142
11/10/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,7
11/10/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,50.5
11/10/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,2
11/10/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,3.5
11/10/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,12.5
11/10/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,30.5
11/10/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,70
11/10/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,5
11/10/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,2
11/10/2021,Norte,México,NUEVO LEON,Frutas Tropicales,PET,On the go,1
11/10/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1.5
11/10/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,6.5
11/10/2021,Norte,México,NUEVO LEON,Lima Limón,PET,On the go,1
11/10/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,213.5
11/10/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,449
11/10/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,128.75
11/10/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,162
11/10/2021,Norte,México,NUEVO LEON,Mango,PE,Lonchera,2
11/10/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,2
11/10/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,80
11/10/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1.5
11/10/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,30.5
11/10/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,3
11/10/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,10.5
11/10/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,117.5
11/10/2021,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,1
11/10/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,4
11/10/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,18.5
11/10/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,24
11/10/2021,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1
11/10/2021,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,35
11/10/2021,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,1
11/10/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,378
11/10/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,4
11/10/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,1
11/10/2021,Norte,México,NUEVO LEON,Piña,Lata,On the go,0.5
11/10/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,8.5
11/10/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,740
11/10/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.25
11/10/2021,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,114
11/10/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,4
11/10/2021,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,0.125
11/10/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,4
11/10/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,16
11/10/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,12
11/10/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,10
11/10/2021,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,1
11/10/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,92
11/11/2019,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,132
11/11/2019,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
11/11/2019,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,5
11/11/2019,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,11.5
11/11/2019,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,348
11/11/2019,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,9
11/11/2019,Norte,México,NUEVO LEON,Durazno,Bot,On the go,1298.5
11/11/2019,Norte,México,NUEVO LEON,Durazno,LB,On the go,186.5
11/11/2019,Norte,México,NUEVO LEON,Durazno,Lata,On the go,9
11/11/2019,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,511
11/11/2019,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,362
11/11/2019,Norte,México,NUEVO LEON,Energy,Lata,On the go,614
11/11/2019,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
11/11/2019,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1.5
11/11/2019,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1
11/11/2019,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,908.5
11/11/2019,Norte,México,NUEVO LEON,Jugo Verde,LB,On the go,147
11/11/2019,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,13
11/11/2019,Norte,México,NUEVO LEON,Mango,Bot,On the go,1808
11/11/2019,Norte,México,NUEVO LEON,Mango,LB,On the go,506.17
11/11/2019,Norte,México,NUEVO LEON,Mango,Lata,On the go,18.5
11/11/2019,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,871
11/11/2019,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,1068
11/11/2019,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,24
11/11/2019,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,10
11/11/2019,Norte,México,NUEVO LEON,Manzana,Bot,On the go,1048
11/11/2019,Norte,México,NUEVO LEON,Manzana,LB,On the go,338.83
11/11/2019,Norte,México,NUEVO LEON,Manzana,Lata,On the go,7
11/11/2019,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,882
11/11/2019,Norte,México,NUEVO LEON,Manzana,PET,On the go,7
11/11/2019,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,25.5
11/11/2019,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,25
11/11/2019,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,2
11/11/2019,Norte,México,NUEVO LEON,Naranja,LB,On the go,14
11/11/2019,Norte,México,NUEVO LEON,Naranja,PET,On the go,13
11/11/2019,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,166
11/11/2019,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,786
11/11/2019,Norte,México,NUEVO LEON,Sandía,Lata,On the go,8
11/11/2019,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,3.5
11/11/2019,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,3
